bootstrap_id,js_divergence,wasserstein
0,0.08109834557312419,0.0295030897412072
1,0.08101289400965406,0.03580600963907727
2,0.07193965728994489,0.03569631957142822
3,0.10061574473649205,0.03727578646755299
4,0.06471701203941194,0.03278462378497934
5,0.09173026029125506,0.03551628138504954
6,0.06449803096029635,0.03972651471620676
7,0.07386194568439888,0.03224291910672734
8,0.07529981204504743,0.033298191341913114
9,0.08179148212618811,0.034712206222042755
10,0.05153521524180213,0.03083953420718194
11,0.09474757886519591,0.037318248721687056
12,0.09391899104238736,0.04152651978575918
13,0.07710614533743404,0.032413723976471374
14,0.07312378262401818,0.032048161189802034
15,0.07865327785129014,0.02981746025120828
16,0.08415810802237227,0.03076392849013179
17,0.08717386720311346,0.02474200314096094
18,0.07893357053847104,0.03473257917024638
19,0.10578355031739295,0.03728077231803735
20,0.05351759275654077,0.039440703111851605
21,0.07937744742493791,0.034271420018229616
22,0.0647572041993207,0.0322348870417043
23,0.056064648628971335,0.03379060543288124
24,0.07198099780641945,0.03943490553069723
25,0.09234845479675427,0.04576017176908569
26,0.12387794574525401,0.055289563011092
27,0.07806809648673521,0.030993650006965807
28,0.06517550646327742,0.0348639714132352
29,0.0939614406660788,0.03440722574276756
30,0.09372956044605021,0.04638373777940653
31,0.08041654741012957,0.038443565535707123
32,0.08239623308726277,0.037639154979291094
33,0.07196754589243591,0.039104990549362686
34,0.0725303302933321,0.030866544877972423
35,0.05767128970797225,0.040784040835735696
36,0.07826769434689808,0.0302760230017428
37,0.08496021013844787,0.02938954074056623
38,0.09139283258433488,0.030882817147632895
39,0.07262332031219519,0.028908931556088324
40,0.0576026640450182,0.034935722655897825
41,0.0737458205571317,0.03331814202995517
42,0.0,0.0
43,0.04794128975172166,0.03892606014837152
44,0.0802354757072843,0.04091585702336606
45,0.07478317866703586,0.03038127435336284
46,0.0898396867715682,0.04322589381770602
47,0.07882467487582735,0.037751494634452994
48,0.07874265856057962,0.03363682891966639
49,0.06526540450791861,0.02587575059480918
50,0.07851382506511011,0.03473639466257673
51,0.08539906010827658,0.044099772706353194
52,0.06637205292459693,0.03567322720149106
53,0.07338913163182306,0.03745775530239286
54,0.07481349549816044,0.03740798410487979
55,0.08110816009722178,0.04133683527280776
56,0.06968514682415988,0.029354317994916855
57,0.07834046206344239,0.03592673467552654
58,0.08130806804582491,0.038311436022622124
59,0.0433978917221734,0.03600922416954968
60,0.07219559776050402,0.03861893041127911
61,0.04829445662997525,0.03787529686893575
62,0.0725155576000553,0.03854073106941065
63,0.07203231791031071,0.030661415769273455
64,0.07610928863042943,0.0324375248977932
65,0.06766956865553488,0.030404272144753056
66,0.06592768230186627,0.034506779653293414
67,0.07967628190303777,0.03070789506399217
68,0.08506152014820416,0.03766781460038034
69,0.06784804952196993,0.03655241946537958
70,0.08632527895997845,0.035046507110681545
71,0.0799387138304356,0.03418660572852219
72,0.0644737620582176,0.025865377203989636
73,0.0806101265605293,0.026851657803704864
74,0.07851656445778007,0.03267538258368426
75,0.05679113569615008,0.033227052243123605
76,0.09115363838945606,0.038418274433456134
77,0.06946035698342615,0.03042064259377649
78,0.08278439661385639,0.028550795228418233
79,0.09961046405809248,0.036842940918308
80,0.06598261652396419,0.03804662218872934
81,0.07660756843722596,0.041737254280659934
82,0.0691882746711615,0.035888470230374184
83,0.0776861424636127,0.04064681947735315
84,0.07163554898949803,0.03656479142353862
85,0.06972356347004932,0.04160756231702932
86,0.09563833704708584,0.03459631638277905
87,0.07141704821122134,0.03516781973006838
88,0.09616733230787776,0.044296201965126715
89,0.07526488113327663,0.04154224987062566
90,0.08365786845834138,0.031245123208155083
91,0.08201587800072117,0.03604312827556798
92,0.08069330159549497,0.03148835757724448
93,0.07380922996626324,0.03292362612056923
94,0.09470062793237645,0.040402411460898666
95,0.06870891935769688,0.031181416098573625
96,0.08414720287728314,0.029871914773134164
97,0.07312717445404279,0.02886015082256034
98,0.06919350044249904,0.03703455409438203
99,0.08564628006101072,0.04130188658489122
